perl-xml-namespacesupport 1.12-5
perl-xml-parser 2.46-5
perl-xml-sax 1.02-1
perl-xml-sax-base 1.09-5
perl-xml-writer 0.900-2
pigz 2.8-1
pinentry 1.2.1-1
piper 0.7-2
pipewire 1:0.3.79-1
pixman 0.42.2-1
pixz 1.0.7-4
pkcs11-helper 1.29.0-2
pkgconf 1.8.1-1
playerctl 2.4.1-3
pnpm 8.7.1-1
polkit 123-1
polkit-gnome 0.105-10
polkit-qt5 0.114.0-1
poppler 23.08.0-1
poppler-data 0.4.12-1
poppler-glib 23.08.0-1
popt 1.19-1
portaudio 1:19.7.0-2
postgresql 15.4-2
postgresql-libs 15.4-2
powertop 2.15-1
ppp 2.4.9-3
pptpclient 1.10.0-3
procps-ng 4.0.3-1
protobuf 24.2-1
psmisc 23.6-1
pugixml 1.13-1
pulseaudio 16.1-6
pulseaudio-alsa 1:1.2.7.1-2
pulseaudio-bluetooth 16.1-6
py3status 3.51-1
pybind11 2.11.1-1
pyright 1.1.325-1
pystring 1.1.4-1
python 3.11.5-1
python-appdirs 1.4.4-8
python-argcomplete 2.0.0-2
python-attrs 22.2.0-3
python-autocommand 2.2.2-4
python-bcrypt 4.0.1-3
python-botocore 1.31.25-1
python-build 0.10.0-4
python-cachecontrol 1:0.13.1-1
python-cairo 1.24.0-1
python-certifi 2023.07.22-1
python-cffi 1.15.1-3
python-chardet 5.2.0-1
python-charset-normalizer 3.2.0-1
python-cli_helpers 2.3.0-2
python-click 8.1.7-1
python-colorama 0.4.6-2
python-commonmark 0.9.1-9
python-configobj 5.0.8-4
python-contextlib2 21.6.0-2
python-cryptography 41.0.3-1
python-dateutil 2.8.2-5
python-decorator 5.1.1-3
python-defusedxml 0.7.1-5
python-distlib 0.3.7-1
python-distro 1.8.0-3
python-dnspython 1:2.3.0-3
python-docutils 1:0.20.1-1
python-evdev 1.6.1-2
python-fastjsonschema 2.18.0-1
python-filelock 3.12.2-1
python-flask 2.2.5-1
python-future 0.18.3-1
python-gobject 3.44.1-4
python-hid-parser 0.0.3-2
python-html5lib 1.1-12
python-idna 3.4-3
python-importlib-metadata 5.0.0-5
python-inflect 7.0.0-1
python-installer 0.7.0-3
python-itsdangerous 2.1.2-3
python-jaraco.context 4.3.0-3
python-jaraco.functools 3.8.1-1
python-jaraco.text 3.11.1-3
python-jinja 1:3.1.2-4
python-jmespath 1.0.1-2
python-lxml 4.9.2-3
python-markdown 3.4.4-1
python-markdown-it-py 3.0.0-1
python-markupsafe 2.1.3-1
python-mdurl 0.1.2-4
python-more-itertools 10.1.0-1
python-msgpack 1.0.5-1
python-multidict 6.0.4-2
python-netifaces 0.11.0-4
python-nspektr 0.4.0-3
python-numpy 1.25.1-1
python-ordered-set 4.1.0-4
python-packaging 23.1-1
python-paramiko 2.11.1-3
python-pip 23.2.1-1
python-platformdirs 3.10.0-1
python-ply 3.11-12
python-prompt_toolkit 3.0.39-1
python-psutil 5.9.5-1
python-pyasn1 0.4.8-8
python-pycparser 2.21-5
python-pydantic 1.10.9-1
python-pygments 2.16.1-1
python-pynacl 1.4.0-6
python-pyopenssl 23.2.0-1
python-pyparsing 3.0.9-3
python-pyproject-hooks 1.0.0-5
python-pyqt5 5.15.9-2
python-pyqt5-sip 12.12.2-1
python-pysocks 1.7.1-8
python-pyte 0.8.1-2
python-pyudev 0.24.1-1
python-requests 2.28.2-4
python-requests-file 1.5.1-6
python-requests-toolbelt 1.0.0-1
python-resolvelib 1.0.1-1
python-retrying 1.3.3-16
python-rich 13.5.2-1
python-rsa 4.9-2
python-s3transfer 0.6.2-1
python-setproctitle 1.3.2-2
python-setuptools 1:68.0.0-1
python-six 1.16.0-8
python-sqlparse 0.4.3-2
python-tabulate 0.9.0-2
python-tenacity 8.2.3-1
python-tldextract 3.4.4-1
python-toml 0.10.2-9
python-tomli 2.0.1-3
python-tomlkit 0.12.1-1
python-trove-classifiers 2023.8.7-1
python-typing_extensions 4.7.1-1
python-uc-micro-py 1.0.2-1
python-ujson 5.8.0-1
python-urllib3 1.26.15-1
python-validate-pyproject 0.13-1
python-wcwidth 0.2.6-1
python-webencodings 0.5.1-10
python-werkzeug 2.3.2-1
python-wheel 0.40.0-3
python-xlib 0.33-2
python-xmltodict 0.13.0-3
python-yaml 6.0.1-2
python-zipp 3.16.2-1
qca-qt5 2.3.7-1
qpdf 11.5.0-1
qrencode 4.1.1-2
qt5-base 5.15.10+kde+r152-1
qt5-declarative 5.15.10+kde+r31-1
qt5-graphicaleffects 5.15.10-1
qt5-multimedia 5.15.10+kde+r3-1
qt5-quickcontrols 5.15.10-1
qt5-quickcontrols2 5.15.10+kde+r6-1
qt5-speech 5.15.10+kde+r1-1
qt5-svg 5.15.10+kde+r8-1
qt5-tools 5.15.10+kde+r3-2
qt5-translations 5.15.10-1
qt5-virtualkeyboard 5.15.10-1
qt5-wayland 5.15.10+kde+r57-1
qt5-x11extras 5.15.10-1
qt6-base 6.5.2-1
qt6-svg 6.5.2-1
qt6-translations 6.5.2-1
quazip-qt5 1.4-1
ranger 1.9.3-9
raptor 2.0.16-3
rav1e 0.6.6-1
re2 1:20230901-1
readline 8.2.001-2
rebornos-keyring 20230815-1
rebornos-mirrorlist 20230815-1
reflector 2023-1
reiserfsprogs 3.6.27-4
rest 0.8.1+r4+ge5ee6ef-1
rhash 1.4.3-1
ripgrep 13.0.0-3
rnnoise 0.4.1-1
rofi 1.7.5-2
rofi-calc 2.2.0-1
rp-pppoe 3.15-2
rpcbind 1.2.6-3
rsync 3.2.7-4
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
ruby 3.0.6-1
ruby-abbrev 0.1.0-4
ruby-base64 0.1.1-4
ruby-benchmark 0.2.0-4
ruby-bigdecimal 3.1.2-4
ruby-bundledgems 3.0.6-1
ruby-bundler 2.4.13-1
ruby-cgi 0.3.6-1
ruby-csv 3.2.5-4
ruby-date 3.2.2-4
ruby-delegate 0.2.0-4
ruby-did_you_mean 1.6.1-4
ruby-diff-lcs 1.5.0-1
ruby-digest 3.1.1-1
ruby-drb 2.1.0-5
ruby-english 0.7.1-5
ruby-erb 4.0.2-2
ruby-etc 1.3.0-6
ruby-fcntl 1.0.1-4
ruby-fiddle 1.1.0-4
ruby-fileutils 1.6.0-4
ruby-find 0.1.1-4
ruby-forwardable 1.3.2-6
ruby-getoptlong 0.1.1-3
ruby-io-console 0.5.11-3
ruby-io-nonblock 0.1.0-3
ruby-io-wait 0.2.3-4
ruby-ipaddr 1.2.4-3
ruby-irb 1.4.2-1
ruby-json 2.6.3-1
ruby-logger 1.5.1-3
ruby-manpages 0.6.1-4
ruby-minitest 5.16.3-1
ruby-mutex_m 0.1.1-3
ruby-net-http 0.2.2-2
ruby-open-uri 0.2.0-3
ruby-optimist 3.0.1-2
ruby-paint 2.3.0-2
ruby-power_assert 2.0.2-1
ruby-psych 4.0.6-1
ruby-racc 1.6.0-3
ruby-rainbow 3.1.1-1
ruby-rake 13.0.6-1
ruby-rdoc 6.4.0-4
ruby-reline 0.3.1-2
ruby-rexml 3.2.6-1
ruby-rspec 3.12.0-1
ruby-rspec-core 3.12.0-1
ruby-rspec-expectations 3.12.0-1
ruby-rspec-mocks 3.12.0-1
ruby-rspec-support 3.12.0-1
ruby-ruby2_keywords 0.0.5-1
ruby-stdlib 3.0.6-1
ruby-stringio 3.0.2-4
ruby-sync 0.5.0-6
ruby-term-ansicolor 1.7.1-2
ruby-test-unit 3.6.1-1
ruby-time 0.2.0-4
ruby-tins 1.32.1-1
ruby-tmpdir 0.1.2-3
ruby-uri 0.12.1-1
rubygems 3.3.25-1
run-parts 5.5-1
runc 1.1.9-1
rust 1:1.72.0-1
rust-analyzer 20230828-1
rust-src 1:1.72.0-1
rxvt-unicode 9.31-4
rxvt-unicode-terminfo 9.31-4
sardi-icons 23.07-01
sbc 2.0-1
screen 4.9.1-1
sddm 0.20.0-3
sdl12-compat 1.2.64-1
sdl2 2.28.2-1
sdparm 1.12-1
sed 4.9-3
semver 7.5.0-1
serd 0.30.16-1
sg3_utils 1.47-1
shaderc 2023.4-1
shadow 4.13-2
shared-mime-info 2.2+13+ga2ffb28-1
shellcheck 0.9.0-47
shfmt 3.7.0-1
simplicity-sddm-theme-git r87-1
slack-desktop 4.33.90-1
slang 2.3.3-2
slop 7.6-3
smartmontools 7.4-1
smbclient 4.18.6-1
snappy 1.1.9-2
sof-firmware 2.2.6-1
solaar 1.1.9-2
solid 5.109.0-1
sonnet 5.109.0-1
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
source-highlight 3.1.9-10
sox 14.4.2+r182+g42b3557e-3
spandsp 0.0.6-5
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2022.4-1
spotify 1:1.2.18.999-1
sqlite 3.43.0-1
squashfs-tools 4.6.1-1
sratom 0.6.14-1
srt 1.5.2-1
sshfs 3.7.3-1
startup-notification 0.12-8
steam 1.0.0.78-1
stoken 0.92-4
strongswan 5.9.11-1
sudo 1.9.14.p3-1
surfn-icons-git 23.07-01
surfn-mint-y-icons-git 23.07-01
svt-av1 1.7.0-1
svt-hevc 1.5.1-2
syndication 5.109.0-1
sysfsutils 2.1.1-1
syslinux 6.04.pre2.r11.gbf6db5b4-3
systemd 254.1-1
systemd-libs 254.1-1
systemd-sysvcompat 254.1-1
t1lib 5.1.2-8
taglib 1.13.1-1
talloc 2.4.1-1
tar 1.35-1
tcl 8.6.13-1
tcpdump 4.99.4-1
tdb 1.4.9-1
terminus-font 4.49.1-5
testdisk 7.1-5
tevent 1:0.15.0-1
texinfo 7.0.3-1
thefuck 3.32-5
thin-provisioning-tools 1.0.6-1
thunar 4.18.6-1
thunar-archive-plugin 0.5.1-1
thunar-volman 4.18.0-1
tig 2.5.8-1
tinyxml 2.6.2-10
tk 8.6.13-2
tlp 1.6.0-1
tlp-rdw 1.6.0-1
tmux 3.3_a-7
tpm2-tss 4.0.1-1
tracker3 3.5.3-2
tree-sitter 0.20.10-1
tslib 1.22-1
ttf-dejavu 2.37+18+g9b5d1b2f-4
ttf-fira-code 6.2-2
ttf-firacode-nerd 3.0.2-1
ttf-font-awesome 6.4.0-1
ttf-hack 3.003-6
ttf-jetbrains-mono 2.304-1
ttf-jetbrains-mono-nerd 3.0.2-1
ttf-liberation 2.1.5-1
ttf-sourcecodepro-nerd 3.0.2-1
tumbler 4.18.1-1
twolame 0.4.0-3
typescript 5.2.2-1
tzdata 2023c-2
udftools 2.3-1
udisks2 2.9.4-4
unibilium 2.1.1-1
unixodbc 2.3.12-1
unzip 6.0-19
upower 1.90.2-1
urxvt-fullscreen 1-1
urxvt-perls 2.3-2
urxvt-resize-font-git 27.b593580-1
usb_modeswitch 2.6.1-3
usbmuxd 1.1.1-3
usbutils 015-3
util-linux 2.39.2-1
util-linux-libs 2.39.2-1
v4l-utils 1.24.1-2
vid.stab 1.1.1-1
viewnior 1.8-5
vim 9.0.1736-2
vim-runtime 9.0.1736-2
visual-studio-code-bin 1.81.1-1
vivaldi 6.2.3105.45-1
vivaldi-ffmpeg-codecs 116.0.5845.163-1
vlc 3.0.18-14
vmaf 2.3.1-1
volume_key 0.3.12-8
volumeicon 0.5.1-5
vorbis-tools 1.4.2-3
vpnc 1:0.5.3.r526.r213-1
vscode-html-languageserver 1.81.0-1
vscode-json-languageserver 1.81.0-1
vte-common 0.72.2-2
vtop 0.6.1-1
vulkan-headers 1:1.3.262-1
vulkan-icd-loader 1.3.255-1
w3m 0.5.3.git20230121_1-1
wavpack 5.6.0-1
wayland 1.22.0-1
wayland-protocols 1.32-1
webkit2gtk 2.40.5-2
webkit2gtk-4.1 2.40.5-2
webrtc-audio-processing 0.3.1-4
wget 1.21.4-1
which 2.21-6
wildmidi 0.4.5-2
wireless-regdb 2023.05.03-1
wireless_tools 30.pre9-3
wmctrl 1.07-6
woff2 1.0.2-4
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wvdial 1.61-8
wvstreams 4.6.1-20
wxwidgets-common 3.2.2.1-2
wxwidgets-gtk3 3.2.2.1-2
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xapp 2.6.1-1
xarchiver 0.5.4.21-1
xbitmaps 1.1.3-1
xcb-proto 1.16.0-1
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xcb-util-xrm 1.3-2
xclip 0.13-4
xcursor-arch-cursor-complete 06.10.2018-1
xcursor-breeze 1:5.27.6-1
xcursor-comix 0.9.2-1
xcursor-flatbed 0.5-1
xcursor-neutral 1.13a-9
xcursor-premium 0.3-10
xcursor-simpleandsoft 0.2-9
xdg-dbus-proxy 0.1.5-1
xdg-user-dirs 0.18-1
xdg-utils 1.1.3+45+g301a1a4-1
xdotool 3.20211022.1-1
xerolinux-mirrorlist 0.1.4-4
xf86-input-elographics 1.4.3-1
xf86-input-evdev 2.10.6-3
xf86-input-libinput 1.4.0-1
xf86-input-vmmouse 13.2.0-1
xf86-input-void 1.4.2-1
xf86-video-amdgpu 23.0.0-1
xf86-video-ati 1:22.0.0-1
xf86-video-fbdev 0.5.0-3
xf86-video-nouveau 1.0.17-2
xf86-video-openchrome 0.6.0.r798.g0c75274-2
xf86-video-vesa 2.6.0-1
xfce4-notifyd 0.8.2-1
xfce4-power-manager 4.18.2-1
xfconf 4.18.1-2
xfsprogs 6.4.0-1
xkeyboard-config 2.39-1
xl2tpd 1.3.18-1
xmlsec 1.2.37-1
xorg-bdftopcf 1.1.1-1
xorg-font-util 1.4.0-1
xorg-fonts-encodings 1.0.7-1
xorg-iceauth 1.0.9-1
xorg-mkfontscale 1.2.2-1
xorg-server 21.1.8-2
xorg-server-common 21.1.8-2
xorg-server-xvfb 21.1.8-2
xorg-sessreg 1.1.3-1
xorg-setxkbmap 1.3.4-1
xorg-smproxy 1.0.7-1
xorg-x11perf 1.6.2-1
xorg-xauth 1.1.2-1
xorg-xbacklight 1.2.3-3
xorg-xcmsdb 1.0.6-1
xorg-xcursorgen 1.0.8-1
xorg-xdpyinfo 1.3.4-1
xorg-xdriinfo 1.0.7-1
xorg-xev 1.2.5-1
xorg-xgamma 1.0.7-1
xorg-xhost 1.0.9-1
xorg-xinit 1.4.2-1
xorg-xinput 1.6.4-1
xorg-xkbcomp 1.4.6-1
xorg-xkbevd 1.1.5-1
xorg-xkbutils 1.0.5-1
xorg-xkill 1.0.6-1
xorg-xlsatoms 1.1.4-1
xorg-xlsclients 1.1.5-1
xorg-xmodmap 1.0.11-1
xorg-xpr 1.1.0-1
xorg-xprop 1.2.6-1
xorg-xrandr 1.5.2-1
xorg-xrdb 1.2.2-1
xorg-xrefresh 1.0.7-1
xorg-xset 1.2.5-1
xorg-xsetroot 1.1.3-1
xorg-xvinfo 1.1.5-1
xorg-xwayland 23.2.0-1
xorg-xwd 1.0.9-1
xorg-xwininfo 1.1.6-1
xorg-xwud 1.0.6-1
xorgproto 2023.2-1
xplc 0.3.13-10
xplr 0.21.3-1
xsel 1.2.1-1
xss-lock 0.3.0.g1e158fb20108-4
xterm 384-1
xvidcore 1.3.7-2
xxhash 0.8.2-1
xz 5.4.4-1
yajl 2.1.0-5
yaml-cpp 0.7.0-2
yaml-language-server 1.14.0-1
yarn 1.22.19-1
yay-bin 12.1.2-1
yq 3.2.2-2
yubico-c 1.13-6
yubico-c-client 2.15-5
yubikey-personalization 1.20.0-3
zafiro-icon-theme 1.3-3
zbar 0.23.90-3
zenity 3.44.2-1
zeromq 4.3.4-4
zimg 3.0.5-1
zip 3.0-10
zita-alsa-pcmi 0.6.1-1
zita-resampler 1.10.1-1
zlib 1:1.3-1
zoom 5.15.5-1
zoxide 0.9.2-1
zsh 5.9-4
zstd 1.5.5-1
zvbi 0.2.42-1
zxing-cpp 2.1.0-1
